title,artist,mood,lyrics
Falling for U,Peachy!,in love,I was hanging with you And then I realized I didn't think it was true I was surprised When I found out I'd fallen for you I didn't wanna believe My feelings for you I didn't wanna believe That I could lose you If I told you just how I felt  But I can't help it I'm falling for you And I can't quit it 'Cause I'm stuck on you And it might be pathetic And you might be skeptical But I just want to be with you Please tell me boy can you Get a clue or come through 'Cause I just want to be with you   I'm scared... Of telling you how I feel Maybe It's better If I just try to conceal The truth For me And for you   But I'm still stuck on you I I'm still falling for you ...for youYou might also like42Embed
Coffee Breath,Sofia Mills,in love,"LyricsBa ba dum, ba ba dumbadumba, da ba bum, ba ba dum  Woke up in your new apartment In your twin-size bed Coffee starting Don't remember much All I know is that you talk too much Time to go  Ba ba dum, ba ba dumbadumba, da ba bum, ba ba dum You've got those big blue eyes Drive me crazy Make me fantasize 'bout you baby And you smell so sweet Like fresh-picked daisies Call me Dahmer 'cuz your hearts so tasty  Ba ba dum, ba ba dumbadumba, da ba bum, ba ba dum  And I watched you break Like glass, you shatter Said it's my mistake, I make things harder So I tried my best To shut my mouth But all the thoughts I hid dug their way out  Ba ba dum, ba ba dumbadumba, da ba bum, ba ba dum  Said you can't trust me I said it's fine Because I'm not happy till I tell a lie Now my bedsheets smell Like your cologne And in our separate worlds we sleep alone  Ba ba dum, ba ba dumbadumba, da ba bum, ba ba dum x2You might also like10Embed"
Green Tea & Honey,Dane Amar,in love,"Yeah yeah yeah, yeah yeah La la la la   Girl you don't know, nah What you do to me When I see that crinkle on your nose I wonder if you fluently just do you Like you do so effortlessly I want you right next to me I want you to be my Be my, my  Green tea in the morning Be my, my sugar honey You're just so great I wonder girl I wonder why you love me It's so lovely, can't complain One day I'll give you my name If you're down If you're down  Be my green tea in the morning Be my, my sugar honey You're just so great I wonder girl I wonder why you love me It's so lovely, can't complain One day I'll give you my name If you're down If you're down   I can't describe the feeling you gave When you blew me away And I carry that every day My sunshine and my moon You're all I wanna do Every night until we're through These little moments that we've got  You make me feel like something I'm not Green tea and honey, babe So warm and sweet You're all I need Just you and me You might also like I said now here we go again Another verse about how you got me feeling it I'm feeling very many different types of ways I just gotta say, I just wanna see you every second of every day If that's okay then let me know Yes I got the flow that can make us go afloat Thirty thousand we won't ever hit below You're a queen and the world is yours to hold    Baby I got you and Baby you got me Tell me how you feelin' Just keep it real and promise we'll find peace Your smile, it got me Got me lost at your eyes Baby I just want you Want you to go in Want you to be my   Green tea in the morning Be my, my sugar honey You're just so great I wonder girl I wonder why you love me It's so lovely, can't complain One day I'll give you my name If you're down If you're down Be my green tea in the morning Be my, my sugar honey You're just so great I wonder girl I wonder why you love me It's so lovely, can't complain One day I'll give you my name If you're down If you're down3Embed"
Honeypie,JAWNY,in love,"Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie   Ooh, girl, don't you stop Tell your mom, girl, and I won't stop it until you're mine, girl And you can't stop that until your mine, girl And I can't find out what you want, what you got I got that honey-pie, come bite it Bring your own fork, girl, you know I don't provide it  Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie   Oh, honey, honey-pie, honey, honey, honey-pie Oh, honey, honey-pie, honey, honey, honey-pie   Ooh, girl, don't you stop Tell your mom, girl, and I won't stop it until you're mine, girl And you can't stop that until your mine, girl And I can't find out what you want Tell your mom, girl, and I won't stop it until you're mine, girl And you can't stop that until your mine, girl    Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie You might also like Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie (Tell your mom, girl, and I won't stop it until you're mine, girl And you can't stop that until your mine, girl) Ooh, girl, don't you stop Don't you stop 'til you get enough, honey Oh, honey, honey-pie, honey, honey, honey-pie (And I can't find out what you want, what you got I got that honey-pie, come bite it)15Embed"
3:00 AM,Finding Hope,in love,"Baby it's 3:00 AM Had you on my mind And it's not the first time we've gone through this Wanting you more and more I can't help but think of what we could be  Baby if I could tell you, if I could tell you How much I care, I'm in despair Are you still there?  Just tell me how we can make this work How we can make this work  'Cuz baby if I find a way, I'm sure of it this love won't stray Just give me a chance to say I love you And I need you Now are you here to stay, or fade away like every other day? You're the reason that I lie awakeYou might also like9Embed"
Mariposa,Peach Tree Rascals,in love,"I can't wait for you to come my way I've been far away But I'll keep running Just to find a way to you till then   I've been running from it Tired of running from it Scared of feeling something Now I'm stuck here tryna get up outta this hole I tried to be strong I tried to make it work but I've been feeling too numb Skies are beating on me Why'd you leave me lonely? Feeling Whitney, Stoney Now I'm stuck here wondering where I ever went wrong How could I be strong? I'm fighting for your love  I can't wait for you to come my way I've been far away But I'll keep running Just to find a way to you till then   I don't see light in your love anymore There ain't no reason to call in a fall I don't like feelings or feeling like running from something And feeling so out of control I know that the feelings are gone I'm spending too much time alone I'm hoping you pick up the phone And ring me when you wanna stay overnight My shoulder's right My baby's all that I want And I play them, all of my favourite songs That lady is my favourite one   I can't wait for you to come my way I've been far away But I'll keep running Just to find a way to you till then You might also like Ain't never gonna let you go Got my heart NASCAR racing Shine ain't never fading He just left you hanging Fiending for your love All worth it for the waiting Give you what you need Take you where you want Can't feel it when we're all alone Know you're wanting something more My heart is like an open door Just ring me when you wanna go   I'll wait till you're home Hold a place till you're coming home Show you where the garden grows Just ring me when you wanna go   I can't wait for you to come my way I've been far away But I'll keep running Just to find a way to you till then10Embed"
Let's Fall in Love for the Night,FINNEAS,in love,"Let's fall in love for the night And forget in the mornin' Play me a song that you like You can bet I'll know every line I'm the boy that your boy hoped that you would avoid Don't waste your eyes on jealous guys, fuck that noise I know better than to call you mine   You need a pick me up? I'll be there in twenty-five I like to push my luck So take my hand, let's take a drive I've been livin' in the future Hopin' I might see you sooner I want you riding shotgun I knew when I got one right  Let's fall in love for the night And forget in the mornin' Play me a song that you like You can bet I'll know every line I'm the boy that your boy hoped that you would avoid Don't waste your eyes on jealous guys, fuck that noise I know better than to call you mine   I love it when you talk that nerdy shit We're in our twenties talking thirties shit We're making money but we're savin' it 'Cause talking shit is cheap and we talk a lot of it You won't stay with me, I know But you can have your way with me 'til you go And before your kisses turn into bruises, I'm a warning   Let's fall in love for the night And forget in the mornin' Play me a song that you like You can bet I'll know every line 'Cause I'm the boy that your boy hoped that you would avoid Don't waste your eyes on jealous guys, fuck that noise I know better, I know better I know better than to ever call you mineYou might also like61Embed"
It's You,Ali Gatie,in love,"It's you, it's always you If I'm ever gonna fall in love, I know it's gon' be you It's you, it's always you Met a lot of people, but nobody feels like you So please don't break my heart, don't tear me apart I know how it starts, trust me, I've been broken before Don't break me again, I am delicate Please don't break my heart, trust me, I've been broken before   I've been broken, yeah, I know how it feels To be open and then find out your love isn't real I'm still hurting, yeah, I'm hurting inside I'm so scared to fall in love, but if it's you, then I'll try  It's you, it's always you If I'm ever gonna fall in love, I know it's gon' be you It's you, it's always you Met a lot of people, but nobody feels like you So please don't break my heart, don't tear me apart I know how it starts, trust me, I've been broken before Don't break me again, I am delicate Please don't break my heart, trust me, I've been broken before   I know I'm not the best at choosing lovers  We both know my past speaks for itself  If you don't think that we're right for each other  Then please don't let history repeat itself 'Cause I want you, yeah, I want you, yeah There's nothing else I want 'Cause I want you, yeah, I want you, yeah And you're the only thing I want   It's you, it's always you If I'm ever gonna fall in love, I know it's gon' be you It's you, it's always you Met a lot of people, but nobody feels like you So please don't break my heart, don't tear me apart I know how it starts, trust me, I've been broken before Don't break me again, I am delicate Please don't break my heart, trust me, I've been broken before You might also like Baby, I want you, baby, I want you Baby, I want you, baby, I want you Baby, I want you, baby, I want you You, you, 'cause I want you Baby, I want you, baby, I want you Baby, I want you, baby, I want you Baby, I want you, baby, I want you You, you60Embed"
Painkiller,Ruel,in love,"You're my painkiller When my brain gets bitter You keep me close You keep me close   I got front row seats for the parkside livin' Feel like the one, but I'm one in a billion Teenage cynical, and I don't really know What's the point of livin' if my heart gets broken? Drivin' on the road, waiting for head-on collision Springtime funeral I miss you, but I'd rather be alone To keep me from  Heartbreaks, headaches The doctor says I'm diagnosed with Shit days, mistakes But I'll be fine But I'll be fine   'Cause you're my painkiller When my brain gets bitter You keep me close When I've been miserable And it takes forever To let my brain get better You keep me close You keep me close   Window seats as the plane starts leavin' Miss those streets where my knees were bleedin' Homesick veteran I left my bed again Oh, lookin' for   Heartbreaks, headaches The doctor says I'm diagnosed with Shit days, mistakes But I'll be fine But I'll be fine You might also like 'Cause you're my painkiller When my brain gets bitter You keep me close When I've been miserable And it takes forever To let my brain get better You keep me close You keep me close   Please, never leave me 'cause I'm barely holdin' on You give me a reason to keep on breathin'   'Cause you're my painkiller When my brain gets bitter You keep me close When I've been miserable And it takes forever To let my brain get better You keep me close, oh woah You keep me close   I know you hear me  Yeah  Close39Embed"
Intentions,Justin Bieber,in love,"Picture perfect, you don't need no filter Gorgeous, make 'em drop dead, you a killer Shower you with all my attention Yeah, these are my only intentions Stay in the kitchen cookin' up, got your own bread Heart full of equity, you're an asset Make sure that you don't need no mentions Yeah, these are my only intentions   Shout-out to your mom and dad for makin' you Standin' ovation, they did a great job raisin' you When I create, you're my muse That kind of smile that makes the news Can't nobody throw shade on your name in these streets Triple threat, you a boss, you a bae, you a beast You make it easy to choose You got a mean touch, I can't refuse   Picture perfect, you don't need no filter Gorgeous, make 'em drop dead, you a killer Shower you with all my attention Yeah, these are my only intentions Stay in the kitchen cookin' up, got your own bread Heart full of equity, you're an asset Make sure that you don't need no mentions Yeah, these are my only intentions   Already passed, you don't need no approval Good everywhere, don't worry 'bout no refusal Second to none, you got the upper hand now Don't need a sponsor, nope, you're the brand now You're my rock, my Colorado Got that ring, just like Toronto Love you now, a little more tomorrow This how I feel, act like you know that you are   Picture perfect, you don't need no filter Gorgeous, make 'em drop dead, you a killer Shower you with all my attention Yeah, these are my only intentions Stay in the kitchen cookin' up, got your own bread  Heart full of equity, you're an asset  Make sure that you don't need no mentions  Yeah, these are my only intentions  You might also like No cap, no pretendin', you don't need mentions  Got 'em sayin' ""goals,"" they don't wanna be independent  Tell them to mind your business , we in our feelings It's fifty-fifty percentage , attention, we need commitment  We gotta both admit it , it's funny, we both listen  It's a blessing  'cause we both get it  You the best thing , and I don't need a witness  I'ma find me a ring and pray it's perfect fitted    Picture perfect, you don't need no filter  Gorgeous, make 'em drop dead, you a killer  Shower you with all my attention  Yeah, these are my only intentions  Stay in the kitchen cookin' up, got your own bread  Heart full of equity, you're an asset  Make sure that you don't need no mentions  Yeah, these are my only intentions   Only intentions That's all I plan to do51Embed"
Roses,Finn Askew,in love,"Hey, Rose I bought you five roses, won't you come to my show? Show you how to live life, yeah, you know you're fucking gold Give you all my time if you wanna take it slow Your soul is lovely, uh  Hey, Rose I bought you five roses, won't you come to my show? Show you how to live life, yeah, you know you're fucking gold Give you all my time if you wanna take it slow Your soul is lovely, ay  You're my little pick-me-up, yeah You fill up my cup, yeah There's never enough of you If I could have two of you I would Maybe that's a bit greedy We don't gotta keep it PG Darling, we can just be free, oh   It's on you It's on you It's on you It's on you   Hey, Rose I bought you five roses, won't you come to my show? Show you how to live life, yeah, you know you're fucking gold Give you all my time if you wanna take it slow Your soul is lovely, ay  Hey, Rose I bought you five roses, won't you come to my show? Show you how to live life, yeah, you know you're fucking gold Give you all my time if you wanna take it slow Your soul is lovely, yeah You might also like I hate waking up But waking up with you makes me wanna wake up I'm a mess-up, you're a mess-up, that's too messed ups Uh, but we fell into each other's arms Out of the storm I will put sun to your complexion I lay my heart on you, yeah, that's my affection My affection   It's on you  It's on you  It's on you It's on you   Hey, Rose I bought you five roses, won't you come to my show? Show you how to live life, yeah, you know you're fucking gold Give you all my time if you wanna take it slow Your soul is lovely, uh  Hey, Rose I bought you five roses, won't you come to my show? Show you how to live life, yeah, you know you're fucking gold Give you all my time if you wanna take it slow Your soul is lovely  Hey, Rose Hey, RoseEmbed"
Strawberries & Cigarettes,Troye Sivan,in love,"Remember when we first met? You said, ""Light my cigarette"" So I lied to my mum and dad I jumped the fence and I ran But we couldn't go very far 'Cause you locked your keys in your car So you sat and stared at my lips And I could already feel your kiss   Long nights, daydreams Sugar and smoke rings, I've been a fool But strawberries and cigarettes always taste like you Headlights on me Racing to 60, I've been a fool Strawberries and cigarettes always taste like Blue eyes, black jeans Lighters and candy, I've been a fool But strawberries and cigarettes always taste like you  Remember when you taught me fate? Said it'd all be worth the wait Like that night in the back of the cab When your fingers walked in my hand Next day, nothin' on my phone But I can still smell you on my clothes Always hoping that things would change But we went right back to your games   Long nights, daydreams Sugar and smoke rings, I've been a fool But strawberries and cigarettes always taste like you Headlights on me Racing to 60, I've been a fool But strawberries and cigarettes always taste like Blue eyes, black jeans Lighters and candy, I've been a fool But strawberries and cigarettes always taste like you   And even if I run away Give my heart a holiday Still, strawberries and cigarettes always taste like you You always leave me wanting more I can't shake my hunger for Strawberries and cigarettes always taste like you Yeah, they always taste like you, you Long nights, daydreams With that sugar and smoke rings Always taste like you You might also like Headlights on me  Racing to 60, I've been a fool  Still, strawberries and cigarettes always taste like Blue eyes, black jeans  Lighters and candy, I've been a fool  Strawberries and cigarettes always taste like you32Embed"
YOUTH,Troye Sivan,in love,"What if, what if we run away? What if, what if we left today? What if we said goodbye to safe and sound? And what if, what if we're hard to find? What if, what if we lost our minds? What if we let them fall behind and they're never found?   And when the lights start flashing like a photobooth And the stars exploding, we’ll be fireproof  My youth, my youth is yours Trippin' on skies, sippin' waterfalls My youth, my youth is yours Runaway now and forevermore My youth, my youth is yours A truth so loud you can't ignore My youth, my youth, my youth My youth is yours   What if, what if we start to drive? What if, what if we close our eyes? What if we're speeding through red lights into paradise? Cause we've no time for getting old Mortal body; timeless souls Cross your fingers, here we go   And when the lights start flashing like a photobooth And the stars exploding, we’ll be fireproof   My youth, my youth is yours Trippin' on skies, sippin' waterfalls My youth, my youth is yours Runaway now and forevermore My youth, my youth is yours A truth so loud you can't ignore My youth, my youth, my youth My youth is yours You might also like My youth, my youth is yours Trippin' on skies, sippin' waterfalls My youth, my youth is yours Runaway now and forevermore My youth, my youth is yours A truth so loud you can't ignore My youth, my youth, my youth My youth is yours My youth is yours My youth is yours94Embed"
Angel Baby,Troye Sivan,in love,"I need a lover to keep me sane Pull me from hell bring me back again Play me the classics, something romantic Give him my all when I don't even have it I always dreamed of a solemn face Someone who feels like a holiday But now I'm in pieces, barely believing Starting to think that I've lost all feeling   You came out the blue on a rainy night, no lie I tell you how I almost died, while you're bringing me back to life  I just wanna live in this moment forever 'Cause I'm afraid that living couldn't gеt any better Started giving up on thе word ""forever"" Until you gave up heaven so we could be together   You're my angel, angel baby Angel, you're my angel baby Baby, you're my angel, angel baby   I'll fall in love with the little things Counting the tattoos on your skin Tell me a secret and, baby, I'll keep it And maybe we can play house for the weekend   You came out the blue on a rainy night, no lie I'll tell you how I almost died While you're bringing me back to life   I just wanna live in this moment forever 'Cause I'm afraid that living couldn't get any better Started giving up on the word ""forever"" Until you gave up heaven so we could be together You might also like You're my angel, angel baby Angel, you're my angel baby Baby, you're my angel, angel baby   All the sick and twisted nights that I've been waiting for ya They were worth it all along, yeah   I just wanna live in this moment forever 'Cause I'm afraid that living couldn't get any better Started giving up on the word ""forever""  Until you gave up heaven so we could be together   You're my angel, angel baby Angel, you're my angel baby Baby, you're my angel, angel baby Angel, angel baby Angel, you're my angel, baby Baby, you're my angel, angel baby13Embed"
Die For You,The Weeknd,in love,"I'm findin' ways to articulate the feelin' I'm goin' through I just can't say I don't love you  'Cause I love you, yeah It's hard for me to communicate the thoughts that I hold But tonight, I'm gon' let you know Let me tell the truth Baby, let me tell the truth, yeah   You know what I'm thinkin', see it in your eyes You hate that you want me, hate it when you cry You're scared to be lonely, 'specially in the night I'm scared that I'll miss you, happens every time I don't want this feelin', I can't afford love I try to find a reason to pull us apart It ain't workin' 'cause you're perfect And I know that you're worth it I can't walk away, oh  Even though we're goin' through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'cause Baby, I would die for you Baby, I would die for you, yeah    I'm findin' ways to manipulate the feelin' you're goin' through But, baby girl, I'm not blamin' you Just don't blame me, too, yeah 'Cause I can't take this pain forever And you won't find no one that's better 'Cause I'm right for you, babe I think I'm right for you, babe   You know what I'm thinkin', see it in your eyes You hate that you want me, hate it when you cry It ain't workin' 'cause you're perfect And I know that you're worth it I can't walk away, oh You might also like Even though we're goin' through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'cause Baby, I would die for you, uh Baby, I would die for you, yeah   I would die for you, I would lie for you Keep it real with you, I would kill for you, my baby I'm just sayin', yeah I would die for you, I would lie for you Keep it real with you, I would kill for you, my baby Na-na-na, na-na-na, na-na-na   Even though we're goin' through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'cause Baby, I would die for you Baby, I would die for you, yeah   185Embed"
Our First Song,Joseph Vincent,in love,"LyricsTime to let the, time to let the, time to let the beat drop Baby Imma let you know, don't always gotta be fast Maybe we can take it slow Don't always gotta rush, gotta build that trust We're two birds just singin' that song  Singing that ladeedeedodeeda, melodies go back and forth You sittin' on that G string, maybe I just struck a chord The music's in your heart, that's where I'm gonna start And if you just play along I'll make sure I'm in tune In this concert just for two  'Cause this is our first song Sorry I had you waiting so long Gotta make it perfect it can't be wrong, no Tryin' to keep doin' it right, with you on my mind 'Cause you are my baby Promise I'll treat you like a lady And I won't do you no harm 'Cause this is our first song  Yeah  Let's take a flight, through the clouds In the sky, can't bring us down To the ground in reality's hole Let's make all our fantasies real, yeah you already know That I'm taking requests, tell me what to do Where we going next, I'll leave it up to you  Take all your reservation, debating what going on inside Your mind, your heart, your soul Switch it up and be alive Take it all the way It'll be okay And when the moment is right You might also likeI'll make sure I'm in tune In this concert just for two  'Cause this is our first song Sorry I had you waiting so long Gotta make it perfect it can't be wrong, no Tryin' to keep doin' it right, with you on my mind 'Cause you are my baby Promise I'll treat you like a lady And I won't do you no harm 'Cause this is our first song  I don't have to sing alone Together we're in tune Just two merged as one I'll give you all my lovin' Till we finish what we've both begun  'Cause this is our first song Sorry I had you waiting so long Gotta make it perfect it can't be wrong, no Tryin' to keep doin' it right, with you on my mind 'Cause you are my baby Promise I'll treat you like a lady And I can't do you no harm 'Cause this is our first songEmbed"
Constant,Jesse Barrera,in love,"La-la-la-la La-la-la La-la-la-la-la   I don't know why people go It's a shame And it's usually the people That say they'd never change That's when you told me that the storms will come We just gotta learn to dance in the rain Then you said Don’t worry, 'cause babe You got me, and I I’m stayin’ right here And though the season’s change My love will stay the same For you, yes it’s true   You're the only constant thing in my world When there's no one left around It's just me and my girl I know that change is just a part of this life But our love will stand the test of time 'Cause baby, you're my constant, constant Darlin', you're my constant, constant   It’s an unpredictable life on my own I could be surrounded by many But, still feel alone That’s when you told me That you’d always be there for me And I’m always coming back To the one I call home You might also like Yeah, yeah You're the only constant thing in my world  When there's no one left around It's just me and my girl  I know that change is just a part of this life But our love will stand the test of time 'Cause baby, you're my constant, constant Darlin', you're my constant, constant   Baby, you're my constant, constant Darlin', you're my constant, constant   La-la-la-la La-la-la La-la-la-la-la1Embed"
Nothing,Jeremy Passion,in love,"When I look at you Swear that I feel something in my heart Telling me it's gonna be okay Like maybe this time, love will stay And the sun tries to shine brighter when you walk by As if it knows that you've caught my eye It's jealous that you light up my life   And when the rain pours in full force It tries to ruin all our plans But it can't  There's not much the world can do To keep me away from you I am committed to make sure These dreams we have come true Gravity tries to push me down There's no chance when you're around Honey, we'll make it Nothing can stop us, nothing can stop us now   The view of the ocean And colored leaves of the fall They boast of their beauty But darlin', you surpass them all I've been blessed with the privilege Of loving you, babe You're proof that God makes no mistakes And oh, what a beautiful girl He made   And when the rain pours in full force It tries to ruin all of our plans But it can't No, no, it can't You might also like There's not much the world can do To keep me away from you I am committed to make sure These dreams we have come true Gravity tries to push me down There's no chance when you're around Honey, we'll make it Nothing can stop us, nothing can stop us now   And when life When life's an unstoppable force And it tries to take us off course We'll be immovable And when dreams As beautiful as they may seem Ain't better than reality 'Cause baby we're better   There's not much, not much the world can do To keep me away from you I am committed to make sure These dreams we have come true Gravity tries to push me down There's no chance when you're around Honey, we'll make it Nothing can stop us, nothing can stop us now  Oh no no no no no Though they may try Nothing can stop this love we have Over and over again they try But in the end it's just you and I Nothing can stop us, nothing can stop us nowEmbed"
Lemonade,Jeremy Passion,in love,"Pa-pa-ra-da, pa-pa-ra-da Pa-pa-ra-da, ra-da-ra-da Pa-pa-ra-da, pa-pa-ra-da Pa-pa-ra-da, ra-da-ra-da   She's my sunshine in the rain She's my Tylenol when I'm in pain yeah Let me tell you what she means to me Like a tall glass of lemonade When it's burning hot on summer days She's exactly what I need  She's soothing like the ocean rushing on the sand She takes care of me, baby And she helps me be a better man She's so beautiful Sometimes I stop to close my eyes She's exactly what I need   She's my smile when I'm feeling blue She's my good night sleep when my day is through yeah Let me tell you what she means to me  Kinda like the feeling after your first kiss Except that everyday she makes me feel like this She's exactly what I need    She's soothing like the ocean rushing on the sand She takes care of me baby She helps me be a better man She's so beautiful Sometimes I stop to close my eyes She's exactly what  You're more of what I need And less of what I don't, baby You might also likeThe ocean rushing on the sand She takes care of me baby She helps me be a better man She's so beautiful Sometimes I stop to close my eyes She's exactly what I need, I need She's exactly what I needEmbed"
There's Nothing Holdin' Me Back - Acoustic,Shawn Mendes,in love,"I wanna follow where she goes I think about her and she knows it I wanna let her take control 'Cause everytime that she gets close, yeah   She pulls me in enough to keep me guessing  And maybe I should stop and start confessing, confessing, yeah   Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back There's nothing holdin' me back  She says that she's never afraid Just picture everybody naked She really doesn't like to wait Not really into hesitation   Pulls me in enough to keep me guessing And maybe I should stop and start confessing, confessing, yeah   Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back There's nothing holdin' me back   'Cause if we lost our minds and we took it way too far I know we'd be alright, I know we would be alright If you were by my side and we stumbled in the dark I know we'd be alright, I know we would be alright 'Cause if we lost our minds and we took it way too far I know we'd be alright, I know we would be alright If you were by my side and we stumbled in the dark I know we'd be alright, we would be alright You might also like Oh, I've been shaking I love it when you go crazy You take all my inhibitions Baby, there's nothing holdin' me back You take me places that tear up my reputation Manipulate my decisions Baby, there's nothing holdin' me back  There's nothing holdin' me back I feel so free when you're with me, baby Baby, there's nothing holdin' me backEmbed"
Sucker,Jonas Brothers,in love,"We go together Better than birds of a feather, you and me We change the weather, yeah I'm feelin' heat in December when you're 'round me   I've been dancin' on top of cars and stumblin' out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious  I'm a sucker for you You say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all the subliminal things No one knows about you , about you  And you're makin' the typical me break my typical rules It's true, I'm a sucker for you, yeah   Don't complicate it  'Cause I know you and you know everything about me I can't remember  all of the nights I don't remember when you're 'round me    I've been dancin' on top of cars and stumblin' out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious   I'm a sucker for you You say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all the subliminal things No one knows about you , about you  And you're makin' the typical me break my typical rules It's true, I'm a sucker for you, yeah  You might also like  I've been dancin' on top of cars and stumblin' out of bars I follow you through the dark, can't get enough You're the medicine and the pain, the tattoo inside my brain And, baby, you know it's obvious   I'm a sucker for you, yeah Say the word and I'll go anywhere blindly I'm a sucker for you, yeah Any road you take, you know that you'll find me I'm a sucker for all the subliminal things No one knows about you , about you  And you're makin' the typical me break my typical rules It's true, I'm a sucker for you  I'm a sucker for you86Embed"
Pure Imagination,Unclenathannn,in love,none
Darlin',tobi lou,in love,"Na, na, na, na Na, na, na Hey   I don't think I'm ready, no Not for that jelly, my honey like Winnie the Pooh  That strawberry got me very temporarily out of order in the booth  I don't got nothin' to do  Feel like I'm stucked in the loop  What's in your fridge? You ain't got water? Okay then Henny will do  Pitiful, pitiful I got rituals that I keep stickin' to  I got money that I just be gettin' to But I just cannot get rid of you, rid of you, rid of you  I'm pitiful, pitiful  Havin' trouble with all my syllables  Yeah I love you but I'm so miserable I'm so miserable, ooh  Raindrop keep fallin'  Don't know where my heart went Don't tell me you lost it Don't fuck with me, darlin' Raindrop keep fallin'  My umbrella is garbage But fuck it I'm gorgeous  So don't fuck with me , darlin' Raindrop keep fallin'  Stuck in an apartment  I'm not that important But don't fuck with me, darlin' Rain keep fallin'  I beg your pardon  But you're just like poison  So don't fuck with me, darlin'    Treated you like the Queen of Zamunda  Shoulda treated you like Freddy Kruger  I need blessings and Hallelelujahs  'Cause I don't know how I'ma get through you  Blue 42, oou  I feel like Tobi Lou  Breakfast for dinner, you ain't got milk? Okay then Henny will do  I'm pitiful, pitiful I got bitches that literally shit on you But when I'm wit em I just wanna get with you Can I get rid of you? Rid of you, oou I'm so pitiful, fuckin' up like all my syllables Wish I could just paint a visual I'm so sick of you You might also like And the raindrop keep fallin' Don't know where my heart went Don't tell me you lost it Don't fuck with me , darlin' Raindrop keep fallin'  My umbrella is garbage But I think I'm gorgeous  So don't fuck with me , darlin' Raindrop keep fallin'  Stuck in an apartment  I'm not that important  But don't fuck with me, darlin' Rain keep fallin'  I beg your pardon  But I think you're poison  So don't fuck with me, darlin'    La, la, la, la, la La, la, la, la, la, la, la, la Yeah, that was great! La, la Darlin' *coughs* You alright there, buddy? Shut up! *coughs* You okay? Need some water? Hum *coughs* Leave me alone bitch *clears throat* Put your name on it4Embed"
Please Me,Cardi B,in love,"Uh, uh, yeah, come on   Please me, baby Turn around and just tease me, baby You know what I want and what I need, baby  Please  Please  Please me, baby Turn around and just tease me, baby You know what I want and what I need, baby  Please  Please   Lollipoppin' , twerkin' in some J's  On the dance floor , no panties in the way  I take my time with it , bring you close to me  Don't want no young dumb shit Better fuck me like we listenin' to Jodeci I was tryna lay low , takin' it slow  When I'm fuckin' again  Gotta celebrate, do you man look good? Better put him away If you can't sweat the weave out, you shouldn't even be out Dinner reservations like the pussy, you gon' eat out   I'm gonna ride it, do it just how you like it Tonight and after that Let's do it one more time Girl, I ain't one for beggin', but now you got me beggin'   Please me, baby Turn around and just tease me, baby You know what I want and what I need, baby  Please  Please  Please me, baby Turn around and just tease me, baby You know what I want and what I need, baby  Please  Please  You might also like Booty so round , booty so soft  Bet you wanna smack it again  Let me demonstrate Hit it one time, make it levitate Titties out like blaka  Broke bitches watch out now  Your pussy basura  My pussy horchata    I'm gonna ride it, do it just how you like it Tonight and after that  Let's do it one more time Girl, I ain't one for beggin', but now you got me beggin'   Please me, baby Turn around and just tease me, baby You know what I want and what I need, baby  Please  Please    Come on Come on, back it up for me Come on Ooh, twerk it on me slowly Come on Girl, let me put this lovin' on you You better say that shit  Cardi don't play that shit  Do my back like I do these records, break that shit  Please me, baby  Turn around and tease me, baby  You got what I want and need, baby   Please  Please  Please me, baby Turn around and tease me, baby You got what I want and need, baby  Please  Please 81Embed"
